id,District,sub_district,CHPs_zone,Community,cycle,registrant,module,training_date,training_venue,trainer,training_topic,ben_id,hhid,gender,phy_state,_parent_index
1,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-01-02,C2-201-5114-01,Male,N/A,82
2,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-48-02,C2-201-5114-48,Male,N/A,82
3,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-31-02,C2-201-5114-31,Male,N/A,82
4,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-43-02,C2-201-5114-43,Male,N/A,82
5,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-41-02,C2-201-5114-41,Male,N/A,82
6,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-13-02,C2-201-5114-13,Male,N/A,82
7,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-51-02,C2-201-5114-51,Male,N/A,82
8,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-28-02,C2-201-5114-28,Male,N/A,82
9,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-04-02,C2-201-5114-04,Male,N/A,82
10,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-47-02,C2-201-5114-47,Male,N/A,82
11,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-48-01,C2-201-5114-48,Female,Breastfeeding,82
12,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-31-01,C2-201-5114-31,Female,Breastfeeding,82
13,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-43-01,C2-201-5114-43,Female,Breastfeeding,82
14,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-41-01,C2-201-5114-41,Female,Breastfeeding,82
15,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-13-01,C2-201-5114-13,Female,Breastfeeding,82
16,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-51-01,C2-201-5114-51,Female,Breastfeeding,82
17,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-04-01,C2-201-5114-04,Female,Breastfeeding,82
18,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-47-01,C2-201-5114-47,Female,Breastfeeding,82
19,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-07-01,C2-201-5114-07,Female,Breastfeeding,82
20,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer huse,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-28-01,C2-201-5114-28,Female,Pregnant,82
21,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-57-02,C2-201-5114-57,Male,N/A,83
22,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-60-02,C2-201-5114-60,Male,N/A,83
23,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-42-02,C2-201-5114-42,Male,N/A,83
24,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-45-02,C2-201-5114-45,Male,N/A,83
25,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-59-02,C2-201-5114-59,Male,N/A,83
26,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-55-02,C2-201-5114-55,Male,N/A,83
27,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-22-02,C2-201-5114-22,Male,N/A,83
28,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-44-02,C2-201-5114-44,Male,N/A,83
29,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-25-02,C2-201-5114-25,Male,N/A,83
30,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-52-02,C2-201-5114-52,Male,N/A,83
31,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-04-02,C2-201-5114-04,Male,N/A,83
32,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-59-01,C2-201-5114-59,Female,Breastfeeding,83
33,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-25-01,C2-201-5114-25,Female,Breastfeeding,83
34,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-52-01,C2-201-5114-52,Female,Breastfeeding,83
35,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-60-01,C2-201-5114-60,Female,None,83
36,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-19-01,C2-201-5114-19,Female,None,83
37,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-04-01,C2-201-5114-04,Female,None,83
38,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-57-01,C2-201-5114-57,Female,Pregnant,83
39,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-44-01,C2-201-5114-44,Female,Pregnant,83
40,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5114-Cherekpiri,2,Vivian Danso ,N1. Agriculture and GFC Introduction,01/05/2024,Cherikpli volunteer house,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5114-58-01,C2-201-5114-58,Female,Pregnant,83
41,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-60-02,C2-201-5117-60,Male,N/A,76
42,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-37-02,C2-201-5117-37,Male,N/A,76
43,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-50-01,C2-201-5117-50,Female,Breastfeeding,76
44,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-41-02,C2-201-5117-41,Male,N/A,77
45,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-25-02,C2-201-5117-25,Male,N/A,77
46,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-46-02,C2-201-5117-46,Male,N/A,77
47,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-59-02,C2-201-5117-59,Male,N/A,77
48,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-48-02,C2-201-5117-48,Male,N/A,77
49,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-43-02,C2-201-5117-43,Male,N/A,77
50,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-42-02,C2-201-5117-42,Male,N/A,77
51,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-57-02,C2-201-5117-57,Male,N/A,77
52,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-54-02,C2-201-5117-54,Male,N/A,77
53,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-42-01,C2-201-5117-42,Female,Breastfeeding,77
54,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-44-01,C2-201-5117-44,Female,Breastfeeding,77
55,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-58-01,C2-201-5117-58,Female,Breastfeeding,77
56,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-43-01,C2-201-5117-43,Female,Breastfeeding,77
57,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-47-01,C2-201-5117-47,Female,Breastfeeding,77
58,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-49-01,C2-201-5117-49,Female,Breastfeeding,77
59,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-51-01,C2-201-5117-51,Female,Breastfeeding,77
60,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-48-01,C2-201-5117-48,Female,Breastfeeding,77
61,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-41-01,C2-201-5117-41,Female,None,77
62,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-02-01,C2-201-5117-02,Female,None,77
63,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-56-01,C2-201-5117-56,Female,Pregnant,77
64,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps ,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-38-02,C2-201-5117-38,Male,N/A,78
65,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps ,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-53-02,C2-201-5117-53,Male,N/A,78
66,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps ,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-58-02,C2-201-5117-58,Male,N/A,78
67,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps ,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-19-01,C2-201-5117-19,Female,Breastfeeding,78
68,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps ,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-52-01,C2-201-5117-52,Female,Breastfeeding,78
69,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps ,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-54-01,C2-201-5117-54,Female,Breastfeeding,78
70,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps ,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-60-01,C2-201-5117-60,Female,Breastfeeding,78
71,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps ,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-57-01,C2-201-5117-57,Female,Breastfeeding,78
72,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps ,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-37-01,C2-201-5117-37,Female,Breastfeeding,78
73,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps ,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-40-01,C2-201-5117-40,Female,None,78
74,201-Chereponi,305-Wenchiki,4016-Kablani CHPS,5117-Kablani No. 2,2,Vivian Danso ,N1. Agriculture and GFC Introduction,30/04/2024,Kablani chps ,Vivian Danso,N1. Agriculture and GFC Introduction,C2-201-5117-46-01,C2-201-5117-46,Female,None,78
75,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-40-02,C2-201-5119-40,Male,N/A,43
76,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-43-02,C2-201-5119-43,Male,N/A,43
77,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-49-02,C2-201-5119-49,Male,N/A,43
78,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-60-02,C2-201-5119-60,Male,N/A,43
79,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-22-02,C2-201-5119-22,Male,N/A,43
80,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-58-02,C2-201-5119-58,Male,N/A,43
81,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-50-02,C2-201-5119-50,Male,N/A,43
82,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-52-02,C2-201-5119-52,Male,N/A,43
83,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-61-02,C2-201-5119-61,Male,N/A,43
84,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-44-02,C2-201-5119-44,Male,N/A,43
85,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-54-02,C2-201-5119-54,Male,N/A,43
86,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-42-02,C2-201-5119-42,Male,N/A,43
87,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-53-02,C2-201-5119-53,Male,N/A,43
88,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-57-03,C2-201-5119-57,Female,Breastfeeding,43
89,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-55-01,C2-201-5119-55,Female,Breastfeeding,43
90,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-44-01,C2-201-5119-44,Female,Breastfeeding,43
91,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-22-01,C2-201-5119-22,Female,Breastfeeding,43
92,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-02-01,C2-201-5119-02,Female,Breastfeeding,43
93,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-43-01,C2-201-5119-43,Female,Breastfeeding,43
94,201-Chereponi,305-Wenchiki,4017-Kwanu Nasnsoni CHPS,5119-Kornu Nansoni,2,Shaibu Abukari,N1. Agriculture and GFC Introduction,25/04/2024,Kwame Nansoni,Shaibu Abubakari,N1. Agriculture and GFC Introduction,C2-201-5119-63-01,C2-201-5119-63,Female,Breastfeeding,43
