id,District,sub_district,CHPs_zone,Community,cycle,registrant,module,training_date,training_venue,trainer,training_topic,ben_id,hhid,gender,phy_state,_parent_index
783,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-43-02,C2-203-5428-43,Male,N/A,68
784,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-03-02,C2-203-5428-03,Male,N/A,68
785,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-41-02,C2-203-5428-41,Male,N/A,68
786,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-48-02,C2-203-5428-48,Male,N/A,68
787,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-46-02,C2-203-5428-46,Male,N/A,68
788,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-45-02,C2-203-5428-45,Male,N/A,68
789,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-25-01,C2-203-5428-25,Female,Breastfeeding,68
790,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-51-03,C2-203-5428-51,Female,Breastfeeding,68
791,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-54-04,C2-203-5428-54,Female,Breastfeeding,68
792,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-49-01,C2-203-5428-49,Female,Breastfeeding,68
793,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-51-01,C2-203-5428-51,Female,Breastfeeding,68
794,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-02-01,C2-203-5428-02,Female,Breastfeeding,68
795,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-56-03,C2-203-5428-56,Female,Breastfeeding,68
796,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-52-03,C2-203-5428-52,Female,Breastfeeding,68
797,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-46-01,C2-203-5428-46,Female,Breastfeeding,68
798,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-41-01,C2-203-5428-41,Female,Breastfeeding,68
799,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-10-01,C2-203-5428-10,Female,Breastfeeding,68
800,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-58-01,C2-203-5428-58,Female,Breastfeeding,68
801,203-Gushegu,315-Galwei,4062-Galwei CHPS,5428-Galwei,2,Abdulai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-03-01,C2-203-5428-03,Female,Pregnant,68
802,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-13-02,C2-203-5429-13,Male,N/A,69
803,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-43-02,C2-203-5429-43,Male,N/A,69
804,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-22-02,C2-203-5429-22,Male,N/A,69
805,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-51-02,C2-203-5429-51,Male,N/A,69
806,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-54-02,C2-203-5429-54,Male,N/A,69
807,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-60-02,C2-203-5429-60,Male,N/A,69
808,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-16-02,C2-203-5429-16,Male,N/A,69
809,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-55-02,C2-203-5429-55,Male,N/A,69
810,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-59-01,C2-203-5429-59,Female,Breastfeeding,69
811,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-53-01,C2-203-5429-53,Female,Breastfeeding,69
812,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-13-01,C2-203-5429-13,Female,Breastfeeding,69
813,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-43-01,C2-203-5429-43,Female,Breastfeeding,69
814,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-54-03,C2-203-5429-54,Female,Breastfeeding,69
815,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-54-01,C2-203-5429-54,Female,Breastfeeding,69
816,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-22-01,C2-203-5429-22,Female,Breastfeeding,69
817,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-16-01,C2-203-5429-16,Female,Breastfeeding,69
818,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-55-01,C2-203-5429-55,Female,Breastfeeding,69
819,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-10-01,C2-203-5429-10,Female,Breastfeeding,69
820,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-51-01,C2-203-5429-51,Female,Pregnant,69
821,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-51-01,C2-203-5429-51,Female,Pregnant,69
822,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-53-02,C2-203-5429-53,Male,N/A,70
823,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-10-02,C2-203-5429-10,Male,N/A,70
824,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-07-02,C2-203-5429-07,Male,N/A,70
825,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-58-02,C2-203-5429-58,Male,N/A,70
826,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-48-02,C2-203-5429-48,Male,N/A,70
827,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-02-02,C2-203-5429-02,Male,N/A,70
828,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-59-02,C2-203-5429-59,Male,N/A,70
829,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-01-02,C2-203-5429-01,Male,N/A,70
830,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-47-02,C2-203-5429-47,Male,N/A,70
831,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-42-02,C2-203-5429-42,Male,N/A,70
832,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-50-02,C2-203-5429-50,Male,N/A,70
833,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-52-01,C2-203-5429-52,Female,Breastfeeding,70
834,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-58-01,C2-203-5429-58,Female,Breastfeeding,70
835,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-48-01,C2-203-5429-48,Female,Breastfeeding,70
836,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-02-01,C2-203-5429-02,Female,Breastfeeding,70
837,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-01-01,C2-203-5429-01,Female,Breastfeeding,70
838,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-47-01,C2-203-5429-47,Female,Breastfeeding,70
839,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-42-01,C2-203-5429-42,Female,Breastfeeding,70
840,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-60-01,C2-203-5429-60,Female,Breastfeeding,70
841,203-Gushegu,315-Galwei,4062-Galwei CHPS,5429-Kpaligu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,27/04/2024,CWC Center ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5429-07-01,C2-203-5429-07,Female,Pregnant,70
842,203-Gushegu,315-Galwei,4062-Galwei CHPS,5433-Tinyogu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-53-02,C2-203-5428-53,Male,N/A,66
843,203-Gushegu,315-Galwei,4062-Galwei CHPS,5433-Tinyogu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-55-02,C2-203-5428-55,Male,N/A,66
844,203-Gushegu,315-Galwei,4062-Galwei CHPS,5433-Tinyogu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-22-02,C2-203-5428-22,Male,N/A,66
845,203-Gushegu,315-Galwei,4062-Galwei CHPS,5433-Tinyogu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-31-02,C2-203-5428-31,Male,N/A,66
846,203-Gushegu,315-Galwei,4062-Galwei CHPS,5433-Tinyogu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-57-02,C2-203-5428-57,Male,N/A,66
847,203-Gushegu,315-Galwei,4062-Galwei CHPS,5433-Tinyogu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-02-02,C2-203-5428-02,Male,N/A,66
848,203-Gushegu,315-Galwei,4062-Galwei CHPS,5433-Tinyogu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-51-02,C2-203-5428-51,Male,N/A,66
849,203-Gushegu,315-Galwei,4062-Galwei CHPS,5433-Tinyogu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-49-02,C2-203-5428-49,Male,N/A,66
850,203-Gushegu,315-Galwei,4062-Galwei CHPS,5433-Tinyogu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-58-02,C2-203-5428-58,Male,N/A,66
851,203-Gushegu,315-Galwei,4062-Galwei CHPS,5433-Tinyogu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-60-02,C2-203-5428-60,Male,N/A,66
852,203-Gushegu,315-Galwei,4062-Galwei CHPS,5433-Tinyogu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-10-02,C2-203-5428-10,Male,N/A,66
853,203-Gushegu,315-Galwei,4062-Galwei CHPS,5433-Tinyogu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-25-02,C2-203-5428-25,Male,N/A,66
854,203-Gushegu,315-Galwei,4062-Galwei CHPS,5433-Tinyogu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-01-01,C2-203-5428-01,Female,Breastfeeding,66
855,203-Gushegu,315-Galwei,4062-Galwei CHPS,5433-Tinyogu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-02-03,C2-203-5428-02,Female,Breastfeeding,66
856,203-Gushegu,315-Galwei,4062-Galwei CHPS,5433-Tinyogu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-42-01,C2-203-5428-42,Female,Breastfeeding,66
857,203-Gushegu,315-Galwei,4062-Galwei CHPS,5433-Tinyogu,2,Abdullai S Alhassan ,N1. Agriculture and GFC Introduction,26/04/2024,Health facility ,Abdullai S Alhassan,N1. Agriculture and GFC Introduction,C2-203-5428-57-03,C2-203-5428-57,Female,Breastfeeding,66
858,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-60-02,C2-203-5489-60,Male,N/A,84
859,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-57-02,C2-203-5489-57,Male,N/A,84
860,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-40-02,C2-203-5489-40,Male,N/A,84
861,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-59-02,C2-203-5489-59,Male,N/A,84
862,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-58-02,C2-203-5489-58,Male,N/A,84
863,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-52-02,C2-203-5489-52,Male,N/A,84
864,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-13-02,C2-203-5489-13,Male,N/A,84
865,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-16-02,C2-203-5489-16,Male,N/A,84
866,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-57-03,C2-203-5489-57,Female,Breastfeeding,84
867,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-57-01,C2-203-5489-57,Female,Breastfeeding,84
868,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-60-01,C2-203-5489-60,Female,Breastfeeding,84
869,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-40-01,C2-203-5489-40,Female,Breastfeeding,84
870,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-42-01,C2-203-5489-42,Female,Breastfeeding,84
871,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-59-01,C2-203-5489-59,Female,Breastfeeding,84
872,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-58-01,C2-203-5489-58,Female,Breastfeeding,84
873,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-52-01,C2-203-5489-52,Female,Breastfeeding,84
874,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-16-01,C2-203-5489-16,Female,Breastfeeding,84
875,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila ,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house ,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-13-01,C2-203-5489-13,Female,Breastfeeding,84
876,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-43-02,C2-203-5489-43,Male,N/A,85
877,203-Gushegu,316-Gushegu sub,4068-Garichefong CHPS,5489-Gariche No.1,2,Baba Sumaila,N1. Agriculture and GFC Introduction,27/04/2024,Volunteer house,Sumaila  Baba,N1. Agriculture and GFC Introduction,C2-203-5489-54-02,C2-203-5489-54,Male,N/A,85
